ID,Ground Truth,Noised Signal,Model Output,,,Error
13029,-0.903754096,-0.633385455,-0.659399509,,,-0.244354587
13030,-0.902945632,-0.801966836,-0.658694267,,,-0.244251365
13031,-0.902133959,-0.973792071,-0.659146667,,,-0.242987292
13032,-0.901319082,-0.571530859,-0.656899571,,,-0.244419511
13033,-0.900501002,-0.31254969,-0.652915597,,,-0.247585405
13034,-0.899679722,-1.206615753,-0.655033112,,,-0.24464661
13035,-0.898855246,-0.32589047,-0.651146173,,,-0.247709073
13036,-0.898027576,-0.219833781,-0.64654088,,,-0.251486696
13037,-0.897196715,-0.637841197,-0.644857407,,,-0.252339308
13038,-0.896362667,-0.78040052,-0.644183338,,,-0.252179329
13039,-0.895525433,0.100689058,-0.637326896,,,-0.258198537
13040,-0.894685018,-0.456980388,-0.634445071,,,-0.260239947
13041,-0.893841424,-0.596535549,-0.63258481,,,-0.261256614
13042,-0.892994654,-1.228344134,-0.635268688,,,-0.257725966
13043,-0.892144712,-1.145917809,-0.637312829,,,-0.254831883
13044,-0.891291599,-0.244648921,-0.632912457,,,-0.258379142
13045,-0.89043532,0.14421149,-0.625695407,,,-0.264739913
13046,-0.889575876,-0.524671304,-0.623390675,,,-0.266185201
13047,-0.888713272,-1.051255283,-0.624976039,,,-0.263737233
13048,-0.887847511,-1.416961161,-0.629188061,,,-0.25865945
13049,-0.886978595,-0.054746465,-0.62341845,,,-0.263560145
13050,-0.886106527,-0.978841737,-0.624473333,,,-0.261633194
13051,-0.885231311,-0.60314514,-0.622756481,,,-0.26247483
13052,-0.88435295,-1.131761827,-0.62494278,,,-0.25941017
13053,-0.883471447,-0.183588595,-0.620126486,,,-0.263344961
13054,-0.882586804,-0.282580289,-0.616061687,,,-0.266525117
13055,-0.881699026,-0.847720123,-0.616261601,,,-0.265437425
13056,-0.880808115,-2.109092083,-0.625775397,,,-0.255032718
13057,-0.879914074,-0.377505431,-0.622387886,,,-0.257526188
13058,-0.879016907,-0.173031032,-0.617498219,,,-0.261518688
13059,-0.878116617,-0.629605402,-0.616048574,,,-0.262068043
13060,-0.877213207,-0.771000381,-0.615674615,,,-0.261538592
13061,-0.87630668,-0.714276216,-0.614880204,,,-0.261426476
13062,-0.87539704,0.272784307,-0.606606603,,,-0.268790437
13063,-0.874484289,-0.842986997,-0.60690999,,,-0.267574299
13064,-0.873568431,-0.222662202,-0.602438688,,,-0.271129743
13065,-0.872649469,-0.76279779,-0.602183938,,,-0.270465531
13066,-0.871727407,-0.53475988,-0.600163341,,,-0.271564066
13067,-0.870802247,-1.908147505,-0.608756661,,,-0.262045586
13068,-0.869873993,-1.282492137,-0.612359881,,,-0.257514112
13069,-0.868942649,-0.574691792,-0.610548735,,,-0.258393914
13070,-0.868008217,-0.508179848,-0.608248413,,,-0.259759804
13071,-0.867070701,-1.206016095,-0.611284733,,,-0.255785968
13072,-0.866130105,-1.353801845,-0.615365207,,,-0.250764898
13073,-0.865186431,-2.290485643,-0.62623775,,,-0.238948681
13074,-0.864239682,-1.130307206,-0.628345609,,,-0.235894073
13075,-0.863289864,-1.410061764,-0.632425189,,,-0.230864675
13076,-0.862336978,-0.909537203,-0.632834077,,,-0.229502901
13077,-0.861381028,-0.930900918,-0.633389711,,,-0.227991317
13078,-0.860422017,-1.200004868,-0.635855317,,,-0.2245667
13079,-0.859459949,-0.380074494,-0.632431507,,,-0.227028442
13080,-0.858494828,-0.618122419,-0.630745709,,,-0.227749119
13081,-0.857526656,-1.068397399,-0.632322073,,,-0.225204583
13082,-0.856555438,-1.035473839,-0.633634448,,,-0.22292099
13083,-0.855581176,-0.558943393,-0.631511331,,,-0.224069845
13084,-0.854603874,-1.443203231,-0.635749519,,,-0.218854355
13085,-0.853623536,-1.506583097,-0.64032805,,,-0.213295486
13086,-0.852640164,-0.586783072,-0.638344526,,,-0.214295638
13087,-0.851653764,-0.719791793,-0.637322366,,,-0.214331398
13088,-0.850664337,-1.544921921,-0.642128289,,,-0.208536048
13089,-0.849671888,-0.322247647,-0.638263822,,,-0.211408066
13090,-0.84867642,-1.470636039,-0.64252615,,,-0.20615027
13091,-0.847677936,-1.273173061,-0.645314157,,,-0.202363779
13092,-0.846676441,-0.970646089,-0.645953894,,,-0.200722547
13093,-0.845671937,-0.608124607,-0.644069314,,,-0.201602623
13094,-0.844664429,-0.116091819,-0.63874495,,,-0.205919479
13095,-0.843653919,-1.101689669,-0.640411377,,,-0.203242542
13096,-0.842640412,-1.315980059,-0.643543363,,,-0.199097049
13097,-0.841623911,-0.903901175,-0.643746495,,,-0.197877416
13098,-0.84060442,-1.296565799,-0.646670103,,,-0.193934317
13099,-0.839581942,-0.922388031,-0.646955252,,,-0.19262669
13100,-0.838556481,-0.829316438,-0.646593451,,,-0.19196303
13101,-0.83752804,-0.607861829,-0.644701242,,,-0.192826798
13102,-0.836496624,0.400312723,-0.635720491,,,-0.200776133
13103,-0.835462235,-1.06419258,-0.637177348,,,-0.198284887
13104,-0.834424878,-0.254451525,-0.632847309,,,-0.201577569
13105,-0.833384557,-0.791087839,-0.632400513,,,-0.200984044
13106,-0.832341274,-0.181640369,-0.627555907,,,-0.204785367
13107,-0.831295034,-1.197662299,-0.630124629,,,-0.201170405
13108,-0.83024584,-0.913461316,-0.630596817,,,-0.199649023
13109,-0.829193696,-1.102769522,-0.632422686,,,-0.19677101
13110,-0.828138607,-0.656450961,-0.631012917,,,-0.19712569
13111,-0.827080574,-2.039722204,-0.639489174,,,-0.1875914
13112,-0.826019603,-0.25741317,-0.635173678,,,-0.190845925
13113,-0.824955698,-1.191040992,-0.637539506,,,-0.187416192
13114,-0.823888861,-0.82965258,-0.637305617,,,-0.186583244
13115,-0.822819096,-1.443902497,-0.641404808,,,-0.181414288
13116,-0.821746409,-0.681053398,-0.640075326,,,-0.181671083
13117,-0.820670801,-0.942933469,-0.64060384,,,-0.180066961
13118,-0.819592278,-0.648833603,-0.639055729,,,-0.180536549
13119,-0.818510842,-1.594777952,-0.644162595,,,-0.174348247
13120,-0.817426499,-1.388617554,-0.647711992,,,-0.169714507
13121,-0.816339251,-0.758062841,-0.64684844,,,-0.169490811
13122,-0.815249102,-1.381096793,-0.650283337,,,-0.164965765
13123,-0.814156057,-0.488458627,-0.647535563,,,-0.166620494
13124,-0.813060119,0.626407862,-0.63698256,,,-0.176077559
13125,-0.811961292,-0.442703197,-0.634000659,,,-0.177960633
13126,-0.810859581,-0.0417346,-0.628139436,,,-0.182720145
13127,-0.809754988,-1.0048107,-0.629303575,,,-0.180451413
13128,-0.808647518,0.457937409,-0.619751573,,,-0.188895945
13129,-0.807537175,-0.318694568,-0.615958333,,,-0.191578842
13130,-0.806423963,-0.633985674,-0.614557981,,,-0.191865982
13131,-0.805307886,-0.983994004,-0.615801215,,,-0.189506671
13132,-0.804188947,-1.633884219,-0.621844292,,,-0.182344655
13133,-0.803067151,-0.883475342,-0.622223735,,,-0.180843416
13134,-0.801942501,-0.115042141,-0.616901517,,,-0.185040984
13135,-0.800815003,-1.045590727,-0.618562937,,,-0.182252066
13136,-0.799684658,-0.643406802,-0.617205024,,,-0.182479634
13137,-0.798551473,-1.235853865,-0.620271921,,,-0.178279552
13138,-0.79741545,-1.049422603,-0.621900439,,,-0.175515011
13139,-0.796276594,-0.414603894,-0.618810415,,,-0.177466179
13140,-0.795134909,-0.03046152,-0.612853885,,,-0.182281024
13141,-0.793990399,0.332504635,-0.604107857,,,-0.189882542
13142,-0.792843067,-1.015853651,-0.605776787,,,-0.18706628
13143,-0.791692919,-0.463340189,-0.603171527,,,-0.188521392
13144,-0.790539957,0.069850272,-0.596424222,,,-0.194115735
13145,-0.789384187,-0.564193894,-0.594689727,,,-0.19469446
13146,-0.788225612,-0.480521555,-0.592310369,,,-0.195915243
13147,-0.787064236,-0.928787122,-0.593507648,,,-0.193556588
13148,-0.785900064,-0.147779101,-0.588487267,,,-0.197412797
13149,-0.7847331,-0.198242313,-0.583887815,,,-0.200845285
13150,-0.783563347,-0.75714341,-0.583843887,,,-0.19971946
13151,-0.782390811,-1.001370993,-0.585769296,,,-0.196621515
13152,-0.781215494,-0.883539096,-0.586714625,,,-0.194500869
13153,-0.780037402,0.35606604,-0.577603221,,,-0.202434181
13154,-0.778856538,-1.079835899,-0.58028388,,,-0.198572658
13155,-0.777672907,-1.420017823,-0.585656166,,,-0.192016741
13156,-0.776486513,-0.190475931,-0.581004024,,,-0.195482489
13157,-0.77529736,-1.218087021,-0.584732652,,,-0.190564708
13158,-0.774105452,-0.915818657,-0.585954428,,,-0.188151024
13159,-0.772910794,-0.768955441,-0.585976481,,,-0.186934313
13160,-0.771713389,-0.656991158,-0.585097432,,,-0.186615957
13161,-0.770513243,-0.566560921,-0.583498359,,,-0.187014884
13162,-0.769310359,-0.888391335,-0.584519863,,,-0.184790496
13163,-0.768104741,0.157746101,-0.577024162,,,-0.191080579
13164,-0.766896395,-0.956708477,-0.57871139,,,-0.188185005
13165,-0.765685323,-2.026132589,-0.588990808,,,-0.176694515
13166,-0.764471531,-1.433630448,-0.594244242,,,-0.170227289
13167,-0.763255023,-0.40619027,-0.59127903,,,-0.171975993
13168,-0.762035803,-1.252927086,-0.595052719,,,-0.166983084
13169,-0.760813876,-0.59925777,-0.593609095,,,-0.167204781
13170,-0.759589245,-0.827234884,-0.593983948,,,-0.165605297
13171,-0.758361915,-1.252101084,-0.597689748,,,-0.160672167
13172,-0.757131891,-1.212108046,-0.601001441,,,-0.15613045
13173,-0.755899177,-0.905684591,-0.601874352,,,-0.154024825
13174,-0.754663777,-0.606681343,-0.600415766,,,-0.154248011
13175,-0.753425695,0.903350224,-0.587029934,,,-0.166395761
13176,-0.752184937,-0.931556207,-0.588338852,,,-0.163846085
13177,-0.750941506,-1.332103036,-0.592806935,,,-0.158134571
13178,-0.749695407,-0.950991827,-0.594170928,,,-0.155524479
13179,-0.748446644,-0.439465825,-0.591470242,,,-0.156976402
13180,-0.747195222,-0.173888216,-0.586664498,,,-0.160530724
13181,-0.745941145,-0.655383684,-0.58576405,,,-0.160177095
13182,-0.744684418,-0.508411202,-0.583688259,,,-0.160996159
13183,-0.743425045,-0.24660873,-0.57950151,,,-0.163923535
13184,-0.74216303,-0.177100377,-0.574761927,,,-0.167401103
13185,-0.740898379,0.249354179,-0.56647265,,,-0.174425729
13186,-0.739631095,-0.303730345,-0.562855899,,,-0.176775196
13187,-0.738361183,-1.919431473,-0.572841763,,,-0.16551942
13188,-0.737088648,-0.473131005,-0.570597053,,,-0.166491595
13189,-0.735813493,-0.114521807,-0.56536448,,,-0.170449013
13190,-0.734535725,-0.334565507,-0.562016368,,,-0.172519357
13191,-0.733255346,-0.717646888,-0.561951637,,,-0.171303709
13192,-0.731972362,-1.317714579,-0.566949487,,,-0.165022875
13193,-0.730686778,0.013203853,-0.560642362,,,-0.170044416
13194,-0.729398597,-0.912449218,-0.562250733,,,-0.167147864
13195,-0.728107825,-1.482125381,-0.568617404,,,-0.159490421
13196,-0.726814465,-0.396920178,-0.565771639,,,-0.161042826
13197,-0.725518524,-1.831637192,-0.574931264,,,-0.15058726
13198,-0.724220004,-0.050163255,-0.569149852,,,-0.155070152
13199,-0.722918911,-0.228194192,-0.564880013,,,-0.158038898
13200,-0.72161525,0.660096168,-0.553015888,,,-0.168599362
13201,-0.720309025,-0.314620129,-0.54958266,,,-0.170726365
13202,-0.71900024,-0.330542951,-0.546313345,,,-0.172686895
13203,-0.717688901,-1.077829706,-0.549617231,,,-0.16807167
13204,-0.716375012,-0.334946401,-0.546386182,,,-0.16998883
13205,-0.715058577,-0.536743269,-0.544956207,,,-0.17010237
13206,-0.713739602,-0.467608845,-0.542932749,,,-0.170806853
13207,-0.712418091,-0.096752423,-0.537632108,,,-0.174785983
13208,-0.711094049,0.078117284,-0.530771196,,,-0.180322853
13209,-0.70976748,-0.952130913,-0.533272147,,,-0.176495333
13210,-0.708438389,0.198644663,-0.525313199,,,-0.18312519
13211,-0.707106781,-0.666701052,-0.525315583,,,-0.181791198
13212,-0.705772661,-0.365009285,-0.52255255,,,-0.183220111
13213,-0.704436033,-0.548930963,-0.521510541,,,-0.182925492
13214,-0.703096902,-0.121646173,-0.516523421,,,-0.186573481
13215,-0.701755273,-1.11900698,-0.520838559,,,-0.180916714
13216,-0.700411151,-0.863289739,-0.522713721,,,-0.17769743
13217,-0.69906454,0.142854052,-0.515261531,,,-0.183803009
13218,-0.697715445,-0.463461545,-0.513510168,,,-0.184205277
13219,-0.696363871,-0.267197473,-0.509933174,,,-0.186430697
13220,-0.695009823,-0.675912209,-0.510242462,,,-0.184767361
13221,-0.693653306,-1.744832514,-0.520504713,,,-0.173148593
13222,-0.692294324,-1.013387316,-0.523764014,,,-0.16853031
13223,-0.690932882,-0.769661755,-0.524731398,,,-0.166201484
13224,-0.689568985,-0.924753635,-0.527098298,,,-0.162470687
13225,-0.688202639,0.020960904,-0.52077204,,,-0.167430599
13226,-0.686833847,-0.607473023,-0.520292401,,,-0.166541446
13227,-0.685462614,-1.048414334,-0.523877323,,,-0.161585291
13228,-0.684088946,-2.081032539,-0.536702693,,,-0.147386253
13229,-0.682712848,-0.490088496,-0.534964442,,,-0.147748406
13230,-0.681334324,0.201322276,-0.52698338,,,-0.154350944
13231,-0.679953379,-0.625340405,-0.526585162,,,-0.153368217
13232,-0.678570018,-1.098393548,-0.530491352,,,-0.148078666
13233,-0.677184246,-0.380923735,-0.527827799,,,-0.149356447
13234,-0.675796068,0.843560819,-0.513868451,,,-0.161927617
13235,-0.674405489,-0.142297187,-0.509112358,,,-0.165293131
13236,-0.673012513,-0.705449577,-0.50971204,,,-0.163300473
13237,-0.671617147,-1.152235962,-0.514489532,,,-0.157127615
13238,-0.670219394,-0.713917472,-0.51508677,,,-0.155132624
13239,-0.66881926,-0.326005116,-0.512049735,,,-0.156769525
13240,-0.667416749,0.259744275,-0.503485858,,,-0.163930891
13241,-0.666011867,-1.264899554,-0.50946939,,,-0.156542477
13242,-0.664604619,-0.109319885,-0.504423022,,,-0.160181597
13243,-0.663195009,0.251084845,-0.495930851,,,-0.167264158
13244,-0.661783043,-1.077318556,-0.500308931,,,-0.161474112
13245,-0.660368726,-0.180416494,-0.495995402,,,-0.164373324
13246,-0.658952062,-0.662444909,-0.496381879,,,-0.162570183
13247,-0.657533057,-1.028945978,-0.500286698,,,-0.157246359
13248,-0.656111716,-0.968011835,-0.503529131,,,-0.152582585
13249,-0.654688044,-1.17208882,-0.508636296,,,-0.146051748
13250,-0.653262045,0.238915589,-0.500266373,,,-0.152995672
13251,-0.651833725,-1.431649353,-0.507908762,,,-0.143924963
13252,-0.65040309,-1.127849403,-0.512499332,,,-0.137903758
13253,-0.648970143,-1.067805378,-0.516428411,,,-0.132541732
13254,-0.647534891,-1.123941647,-0.520791531,,,-0.12674336
13255,-0.646097337,-0.288057,-0.517354608,,,-0.128742729
13256,-0.644657489,-0.057686156,-0.511786819,,,-0.13287067
13257,-0.643215349,-1.142248049,-0.516424119,,,-0.12679123
13258,-0.641770925,-0.046647193,-0.510756135,,,-0.13101479
13259,-0.64032422,0.643512324,-0.498512149,,,-0.141812071
13260,-0.63887524,-0.18953776,-0.494298458,,,-0.144576782
13261,-0.63742399,-1.509615679,-0.502851844,,,-0.134572146
13262,-0.635970475,-0.814670654,-0.504586995,,,-0.13138348
13263,-0.634514701,-0.671050917,-0.504929125,,,-0.129585576
13264,-0.633056672,-0.963174502,-0.508033335,,,-0.125023337
13265,-0.631596393,-1.113520471,-0.512486935,,,-0.119109458
13266,-0.630133871,-1.052337094,-0.516272545,,,-0.113861326
13267,-0.62866911,-0.135769897,-0.511442423,,,-0.117226687
13268,-0.627202115,-0.714398043,-0.512090802,,,-0.115111313
13269,-0.625732892,-0.426876272,-0.510029256,,,-0.115703636
13270,-0.624261445,-1.367878111,-0.516807735,,,-0.10745371
13271,-0.62278778,-0.385481516,-0.514311612,,,-0.108476168
13272,-0.621311903,0.609000317,-0.50242734,,,-0.118884563
13273,-0.619833818,-1.280025286,-0.508580267,,,-0.111253551
13274,-0.618353531,-0.210345809,-0.504499793,,,-0.113853738
13275,-0.616871046,-0.203822795,-0.500383973,,,-0.116487073
13276,-0.61538637,-0.582270225,-0.499937475,,,-0.115448895
13277,-0.613899508,-0.664307057,-0.500283718,,,-0.11361579
13278,-0.612410464,0.230161102,-0.491989791,,,-0.120420673
13279,-0.610919244,-0.874527906,-0.494493902,,,-0.116425342
13280,-0.609425853,-0.171797466,-0.490133524,,,-0.119292329
13281,-0.607930298,0.085333585,-0.483266771,,,-0.124663527
13282,-0.606432582,-0.45675834,-0.481810033,,,-0.124622549
13283,-0.604932711,-1.182023275,-0.487527251,,,-0.11740546
13284,-0.603430692,-0.746536384,-0.488863349,,,-0.114567343
13285,-0.601926528,-0.590856187,-0.488655865,,,-0.113270663
13286,-0.600420225,0.016379704,-0.482474864,,,-0.117945361
13287,-0.598911789,0.333961047,-0.473130941,,,-0.125780848
13288,-0.597401226,-1.754989427,-0.484730959,,,-0.112670267
13289,-0.595888539,-0.771582612,-0.486359358,,,-0.109529181
13290,-0.594373736,-0.502740126,-0.485319555,,,-0.109054181
13291,-0.59285682,-0.29737777,-0.482263625,,,-0.110593195
13292,-0.591337798,-1.541640718,-0.491483092,,,-0.099854706
13293,-0.589816675,0.387331045,-0.481628716,,,-0.108187959
13294,-0.588293457,-0.185062097,-0.477485836,,,-0.110807621
13295,-0.586768148,-1.044665458,-0.481948197,,,-0.104819951
13296,-0.585240754,-0.62158242,-0.48214072,,,-0.103100034
13297,-0.583711281,0.00109065,-0.476135075,,,-0.107576206
13298,-0.582179734,-0.616597137,-0.476362169,,,-0.105817565
13299,-0.580646118,-0.067929149,-0.47107625,,,-0.109569868
13300,-0.57911044,0.243909502,-0.462635934,,,-0.116474506
13301,-0.577572703,-0.596037306,-0.462850451,,,-0.114722252
13302,-0.576032915,-1.867078142,-0.475919485,,,-0.10011343
13303,-0.57449108,-0.973870122,-0.479712486,,,-0.094778594
13304,-0.572947204,-0.65066834,-0.480226278,,,-0.092720926
13305,-0.571401292,-0.681110539,-0.481034517,,,-0.090366775
13306,-0.569853349,-0.117773474,-0.476223171,,,-0.093630178
13307,-0.568303383,-1.079934783,-0.481062829,,,-0.087240554
13308,-0.566751396,-1.168948854,-0.486669719,,,-0.080081677
13309,-0.565197397,-1.400849248,-0.494394958,,,-0.070802439
13310,-0.563641389,-0.225779686,-0.490562022,,,-0.073079367
13311,-0.562083378,0.409726599,-0.48048228,,,-0.081601098
13312,-0.56052337,-0.736469592,-0.481835127,,,-0.078688243
13313,-0.558961371,-0.181827817,-0.477658451,,,-0.08130292
13314,-0.557397385,-0.383788437,-0.475537062,,,-0.081860323
13315,-0.555831419,0.691829125,-0.46252954,,,-0.093301879
13316,-0.554263479,0.043043677,-0.456172228,,,-0.098091251
13317,-0.552693569,-1.028238594,-0.460932016,,,-0.091761553
13318,-0.551121695,-0.620976669,-0.461426914,,,-0.089694781
13319,-0.549547863,-0.324442554,-0.458869159,,,-0.090678704
13320,-0.547972078,-0.909918672,-0.462360203,,,-0.085611875
13321,-0.546394347,-0.901832125,-0.46570015,,,-0.080694197
13322,-0.544814674,-0.17929721,-0.461614013,,,-0.083200661
13323,-0.543233065,-1.314862065,-0.469163895,,,-0.07406917
13324,-0.541649526,-1.763267317,-0.480979979,,,-0.060669547
13325,-0.540064063,0.555271667,-0.469397962,,,-0.070666101
13326,-0.538476681,-0.050153504,-0.463967502,,,-0.074509179
13327,-0.536887385,-1.104705257,-0.469332337,,,-0.067555048
13328,-0.535296182,-0.306625018,-0.466515481,,,-0.068780701
13329,-0.533703077,-1.496960231,-0.475761592,,,-0.057941485
13330,-0.532108076,-1.598082445,-0.485732138,,,-0.046375938
13331,-0.530511184,-0.552811931,-0.485193312,,,-0.045317872
13332,-0.528912407,-0.185759466,-0.481032312,,,-0.047880095
13333,-0.527311751,-0.126706095,-0.476310313,,,-0.051001438
13334,-0.525709222,-0.049771101,-0.47084105,,,-0.054868172
13335,-0.524104824,0.267784608,-0.462156057,,,-0.061948767
13336,-0.522498565,0.806020662,-0.447854578,,,-0.074643987
13337,-0.520890449,-0.091473937,-0.442979097,,,-0.077911352
13338,-0.519280482,-0.820775313,-0.445849597,,,-0.073430885
13339,-0.51766867,0.194955532,-0.437945485,,,-0.079723185
13340,-0.516055019,-0.448708421,-0.436955273,,,-0.079099746
13341,-0.514439534,-0.2260172,-0.433595896,,,-0.080843638
13342,-0.512822221,-0.609237691,-0.434381008,,,-0.078441213
13343,-0.511203086,0.300522062,-0.425356746,,,-0.08584634
13344,-0.509582135,0.357545942,-0.415712178,,,-0.093869957
13345,-0.507959374,0.523136006,-0.404219806,,,-0.103739568
13346,-0.506334807,-0.518788199,-0.404451668,,,-0.101883139
13347,-0.504708442,0.589398823,-0.392183781,,,-0.112524661
13348,-0.503080283,0.882167002,-0.376492441,,,-0.126587842
13349,-0.501450337,-0.9314478,-0.381905377,,,-0.11954496
13350,-0.499818609,0.071414305,-0.375632346,,,-0.124186263
13351,-0.498185105,0.736812285,-0.36155957,,,-0.136625535
13352,-0.496549831,-0.662281655,-0.364118695,,,-0.132431136
13353,-0.494912793,-0.783308178,-0.368055701,,,-0.126857092
13354,-0.493273997,-1.116617225,-0.375802457,,,-0.11747154
13355,-0.491633448,0.035506128,-0.369987071,,,-0.121646377
13356,-0.489991152,-0.052337259,-0.365246892,,,-0.12474426
13357,-0.488347115,-0.851535669,-0.369962215,,,-0.1183849
13358,-0.486701343,-1.529012664,-0.382430792,,,-0.104270551
13359,-0.485053841,-0.219952613,-0.379532516,,,-0.105521325
13360,-0.483404616,0.293000816,-0.370684981,,,-0.112719635
13361,-0.481753674,-0.556023429,-0.371846497,,,-0.109907177
13362,-0.48010102,0.17392118,-0.364426732,,,-0.115674288
13363,-0.47844666,-1.008959372,-0.371002018,,,-0.107444642
13364,-0.4767906,-0.955384798,-0.37680912,,,-0.09998148
13365,-0.475132846,-1.489808085,-0.388624668,,,-0.086508178
13366,-0.473473404,0.81719094,-0.373667181,,,-0.099806223
13367,-0.47181228,-0.973728826,-0.379629076,,,-0.092183204
13368,-0.470149479,-1.787144265,-0.394739866,,,-0.075409613
13369,-0.468485008,-0.178239793,-0.391241133,,,-0.077243875
13370,-0.466818872,0.169377308,-0.383787334,,,-0.083031538
13371,-0.465151078,-0.201073217,-0.380656779,,,-0.084494299
13372,-0.463481631,-0.431779824,-0.380229115,,,-0.083252516
13373,-0.461810537,-0.92165211,-0.385451138,,,-0.076359399
13374,-0.460137802,-0.314131754,-0.383606136,,,-0.076531666
13375,-0.458463433,-0.416897178,-0.382967114,,,-0.075496319
13376,-0.456787434,0.692511184,-0.369441569,,,-0.087345865
13377,-0.455109813,-0.021442783,-0.364341319,,,-0.090768494
13378,-0.453430574,-0.568442868,-0.365748286,,,-0.087682288
13379,-0.451749725,-0.785293903,-0.369677782,,,-0.082071943
13380,-0.45006727,-1.063719853,-0.376772225,,,-0.073295045
13381,-0.448383216,-0.783942434,-0.38047719,,,-0.067906026
13382,-0.446697569,-0.953816642,-0.386063159,,,-0.06063441
13383,-0.445010335,-0.385247252,-0.385028124,,,-0.059982211
13384,-0.44332152,-0.724588963,-0.387898803,,,-0.055422717
13385,-0.441631129,-0.131772631,-0.383930683,,,-0.057700446
13386,-0.43993917,-0.901986254,-0.388850689,,,-0.051088481
13387,-0.438245647,-0.663019721,-0.390951991,,,-0.047293656
13388,-0.436550567,-0.742959644,-0.393925428,,,-0.042625139
13389,-0.434853937,-0.33369244,-0.392204642,,,-0.042649295
13390,-0.433155761,0.99283866,-0.37522608,,,-0.057929681
13391,-0.431456046,-1.310820469,-0.385035694,,,-0.046420352
13392,-0.429754798,-0.402342994,-0.384210408,,,-0.04554439
13393,-0.428052023,-0.790944004,-0.387855291,,,-0.040196732
13394,-0.426347727,0.50944939,-0.376475811,,,-0.049871916
13395,-0.424641916,-0.094614497,-0.372176886,,,-0.05246503
13396,-0.422934597,-0.570605313,-0.373485327,,,-0.04944927
13397,-0.421225775,0.10787694,-0.366834521,,,-0.054391254
13398,-0.419515456,0.269406138,-0.358304799,,,-0.061210657
13399,-0.417803647,0.708472226,-0.344516575,,,-0.073287072
13400,-0.416090353,-0.920937002,-0.350481451,,,-0.065608902
13401,-0.414375581,-0.976665411,-0.356984198,,,-0.057391383
13402,-0.412659336,0.316996021,-0.347918272,,,-0.064741064
13403,-0.410941626,0.255100291,-0.339635491,,,-0.071306135
13404,-0.409222455,-0.510804816,-0.340739131,,,-0.068483324
13405,-0.40750183,-0.671535716,-0.343772292,,,-0.063729538
13406,-0.405779758,0.268692582,-0.335342109,,,-0.070437649
13407,-0.404056243,0.54191009,-0.323572993,,,-0.08048325
13408,-0.402331293,-0.165947998,-0.320652187,,,-0.081679106
13409,-0.400604914,-1.019101011,-0.328332245,,,-0.072272669
13410,-0.398877111,-1.195512263,-0.337990463,,,-0.060886648
13411,-0.397147891,-0.507749472,-0.339082181,,,-0.05806571
13412,-0.395417259,-1.332059688,-0.350112677,,,-0.045304582
13413,-0.393685223,0.982809657,-0.332951009,,,-0.060734214
13414,-0.391951788,-0.180439774,-0.330106854,,,-0.061844934
13415,-0.390216961,0.142394802,-0.323304296,,,-0.066912665
13416,-0.388480747,-1.056180679,-0.33137989,,,-0.057100857
13417,-0.386743152,-1.447318123,-0.344012737,,,-0.042730415
13418,-0.385004184,-1.125982148,-0.352446854,,,-0.03255733
13419,-0.383263847,0.036982196,-0.346777618,,,-0.036486229
13420,-0.381522149,0.474187367,-0.335828662,,,-0.045693487
13421,-0.379779095,-0.422460516,-0.335913181,,,-0.043865914
13422,-0.378034692,-0.753845155,-0.340032399,,,-0.038002293
13423,-0.376288946,-0.799571617,-0.344626725,,,-0.031662221
13424,-0.374541863,0.607809549,-0.332043827,,,-0.042498036
13425,-0.372793449,-0.609029362,-0.334466636,,,-0.038326813
13426,-0.37104371,-1.500783691,-0.347655654,,,-0.023388056
13427,-0.369292653,-0.038405447,-0.342935383,,,-0.02635727
13428,-0.367540284,-0.464646833,-0.343429863,,,-0.024110421
13429,-0.365786609,-0.362451141,-0.342680216,,,-0.023106393
13430,-0.364031635,-0.058726243,-0.33825016,,,-0.025781475
13431,-0.362275367,-0.926477054,-0.34441483,,,-0.017860537
13432,-0.360517811,0.085180688,-0.338218868,,,-0.022298943
13433,-0.358758975,-0.400717949,-0.338004589,,,-0.020754386
13434,-0.356998864,0.902753346,-0.321767509,,,-0.035231355
13435,-0.355237485,0.405759252,-0.311722815,,,-0.04351467
13436,-0.353474844,-0.16078197,-0.308867455,,,-0.044607389
13437,-0.351710946,-0.723274126,-0.313115954,,,-0.038594992
13438,-0.349945799,-0.627380895,-0.316088915,,,-0.033856884
13439,-0.348179409,0.154094503,-0.309233665,,,-0.038945744
13440,-0.346411781,-0.333997434,-0.308588624,,,-0.037823157
13441,-0.344642923,-0.038245562,-0.30422008,,,-0.040422843
13442,-0.34287284,-0.738943283,-0.308752298,,,-0.034120542
13443,-0.341101539,0.100609973,-0.30262512,,,-0.038476419
13444,-0.339329026,0.43013985,-0.292336643,,,-0.046992383
13445,-0.337555307,-0.39129465,-0.292654335,,,-0.044900972
13446,-0.335780389,-0.666281874,-0.296478927,,,-0.039301462
13447,-0.334004278,0.067661219,-0.290870965,,,-0.043133313
13448,-0.33222698,0.114964796,-0.284700692,,,-0.047526288
13449,-0.330448502,-0.094670664,-0.281297207,,,-0.049151295
13450,-0.32866885,-0.254957012,-0.280009866,,,-0.048658984
13451,-0.32688803,-0.637578709,-0.283691585,,,-0.043196445
13452,-0.325106048,1.780880869,-0.255715072,,,-0.069390976
13453,-0.323322911,0.008258079,-0.251263857,,,-0.072059054
